team,date,time,home-away,type,event,site,subsite,result,score,canceled
boys-ice-hockey-sophomores,2023-12-28,4:00 PM,H,Game,Walpole High School,St. Sebastian's School,Henry T Lane Ice Rink,,,
boys-basketball-junior-varsity,2023-12-29,11:00 AM,H,Game,Xaverian Brothers High School,Needham High School,A Gym,,,
boys-basketball-varsity,2023-12-29,1:00 PM,H,Game,Xaverian Brothers High School,Needham High School,A Gym,L,58-70,
girls-basketball-varsity,2023-12-29,12:00 AM,A,Tournament,,Lincoln-Sudbury Regional High School,Gym #1,W,52-36,
boys-ice-hockey-junior-varsity,2023-12-29,8:00 PM,H,Game,Winchester High School,Daly Rink,Rink,,,
girls-ice-hockey-varsity,2023-12-31,1:00 PM,A,Game,Marthas Vineyard,Warrior Ice Arena,Warrior Ice Arena,,,
girls-ice-hockey-varsity,2024-01-03,6:00 PM,A,Game,Wayland-Weston High School Coop,Rivers School,MacDowell Ice Arena,W,5-0,
coed-alpine-ski-varsity,2024-01-03,6:30 PM,A,Race,Varsity Race,Blue Hill Ski Area,Ski Slope,,,
coed-wrestling-varsity,2024-01-03,6:30 PM,H,Game,Braintree High School,Needham High School,A Gym,W,50-49,
boys-ice-hockey-junior-varsity,2024-01-03,6:45 PM,H,Game,Milton High School,Babson College,Hockey Rink,,,
boys-indoor-track-and-field-junior-varsity,2024-01-03,7:00 PM,A,Race,Junior Varsity Meet,Milton High School,Copeland Fieldhouse,,,
girls-indoor-track-and-field-junior-varsity,2024-01-03,7:00 PM,A,Race,Junior Varsity Meet,Milton High School,Copeland Fieldhouse,,,
girls-basketball-middle-school,2024-01-04,3:00 PM,H,Scrimmage,Pollard Middle School,Pollard Middle School,Gym,,,
girls-basketball-middle-school,2024-01-04,3:00 PM,H,Scrimmage,Pollard Middle School,Pollard Middle School,Gym,,,
boys-basketball-middle-school,2024-01-04,4:00 PM,H,Scrimmage,Pollard Middle School,Pollard Middle School,Gym,,,
boys-basketball-middle-school,2024-01-04,4:00 PM,H,Scrimmage,Pollard Middle School,Pollard Middle School,Gym,,,
boys-indoor-track-and-field-varsity,2024-01-04,4:30 PM,A,League,Walpole High School,Reggie Lewis Center,Track,,,
girls-indoor-track-and-field-varsity,2024-01-04,4:30 PM,A,League,Walpole High School,Reggie Lewis Center,Track,,,
boys-basketball-freshman,2024-01-05,3:45 PM,H,League,Braintree High School ,Needham High School,A Gym,,,
girls-basketball-freshman,2024-01-05,3:45 PM,A,League,Braintree High School,Braintree High School,Herget Gymnasium,,,
boys-basketball-junior-varsity,2024-01-05,5:15 PM,H,League,Braintree High School,Needham High School,A Gym,,,
girls-basketball-junior-varsity,2024-01-05,5:15 PM,A,League,Braintree High School,Braintree High School,Herget Gymnasium,,,
girls-basketball-varsity,2024-01-05,6:30 PM,A,League,Braintree High School,Braintree High School,Herget Gymnasium,L,33-24,
boys-basketball-varsity,2024-01-05,6:45 PM,H,League,Braintree High School,Needham High School,A Gym,W,59-38,
girls-ice-hockey-junior-varsity,2024-01-05,7:30 PM,H,League,Milton High School,St. Sebastian's School,Henry T. Lane Rink,,,
boys-ice-hockey-junior-varsity,2024-01-05,8:00 PM,H,League,Framingham High School,Daly Rink,,,,
coed-wrestling-varsity,2024-01-06,8:00 AM,A,Tournament,Brendan Grant Tournament,Belmont High School,Werner Field House,,,
girls-ice-hockey-varsity,2024-01-06,2:30 PM,A,League,Braintree High School,Zapustas Ice Arena,,W,2-1,
boys-ice-hockey-varsity,2024-01-06,3:00 PM,H,League,Braintree High School,Babson College,Hockey Rink,W,6-3,
girls-indoor-track-and-field,2024-01-07,10:00 AM,A,League,MSTCA Frosh/Soph Large,Reggie Lewis Center,,,,
boys-indoor-track-and-field,2024-01-07,10:00 AM,A,League,MSTCA Frosh/Soph Large,Reggie Lewis Center,,,,
coed-alpine-ski-varsity,2024-01-07,12:00 AM,A,Race,Ski East Race,Ragged Mountain,Ski Slope,,,TRUE
boys-ice-hockey-junior-varsity,2024-01-08,4:00 PM,H,Game,Walpole High School,St. Sebastian's School,Henry T. Lane Rink,,,
boys-swim-and-dive-varsity,2024-01-08,7:00 PM,H,Meet,Boston College High School,Babson College,Morse Swimming Pool,T,90-90,
girls-basketball-middle-school,2024-01-09,3:30 PM,H,Game,Wellesley Middle School - Red,Pollard Middle School,Gym,,,
girls-basketball-freshman,2024-01-09,3:45 PM,H,Game,Walpole High School,Needham High School,A Gym,,,
boys-basketball-freshman,2024-01-09,3:45 PM,A,Game,Walpole High School,Walpole High School,Gym,,,
boys-ice-hockey-junior-varsity,2024-01-09,4:00 PM,H,Game,Brookline High School,St. Sebastian's School,Henry T. Lane Rink,,,
boys-basketball-middle-school,2024-01-09,4:30 PM,H,Game,Wellesley Middle School - Red,Pollard Middle School,Gym,,,
girls-basketball-junior-varsity,2024-01-09,5:15 PM,H,Game,Walpole High School,Needham High School,A Gym,,,
boys-basketball-junior-varsity,2024-01-09,5:30 PM,A,Game,Walpole High School,Walpole High School,Gym,,,
coed-gymnastics-varsity,2024-01-09,6:00 PM,H,Meet,Braintree High School,Needham High School,B Gym,,,
boys-basketball-varsity,2024-01-09,6:30 PM,A,Game,Walpole High School,Walpole High School,Gym,W,51-43,
girls-basketball-varsity,2024-01-09,6:30 PM,H,Game,Walpole High School,Needham High School,A Gym,,,
boys-swim-and-dive-varsity,2024-01-09,7:00 PM,H,Meet,Framingham High School,Babson College,Morse Swimming Pool,,,
coed-wrestling-varsity,2024-01-10,5:30 PM,A,Meet,Walpole High School,Walpole High School,Gym,,,
coed-alpine-ski-varsity,2024-01-10,6:30 PM,A,Race,Varsity Race,Blue Hill Ski Area,Ski Slope,,,
girls-ice-hockey-varsity,2024-01-10,6:45 PM,H,Game,Walpole High School,Babson College,Babson Skating Center,,,
boys-ice-hockey-varsity,2024-01-10,8:00 PM,A,Game,Walpole High School,Rodman Arena (Walpole),Rink,,,
girls-basketball-midde-school,2024-01-11,3:45 PM,A,Game,Wellesley Middle School,Wellesley Middle School,Gym,,,
boys-basketball-middle-school,2024-01-11,4:45 PM,A,Game,Wellesley Middle School,Wellesley Middle School,Gym,,,
boys-indoor-track-and-field-varsity,2024-01-11,4:30 PM,A,Meet,Weymouth High School,Reggie Lewis Center,Bob McIntyre Track,,,
girls-indoor-track-and-field-varsity,2024-01-11,4:30 PM,A,Meet,Weymouth High School,Reggie Lewis Center,Bob McIntyre Track,,,
boys-basketball-freshman,2024-01-11,5:00 PM,A,Game,North Andover High School,North Andover High School,Crozier Field House,,,
boys-basketball-junior-varsity,2024-01-11,5:00 PM,A,Game,North Andover High School,North Andover Middle School,Gym,,,
club-squash,2024-01-11,6:00 PM,H,Match,Concord-Carlisle High School,Cross Courts,Squash Courts,,,
boys-basketball-varsity,2024-01-11,6:30 PM,A,Game,North Andover High School,North Andover High School,Gym,,,
boys-swim-and-dive-varsity,2024-01-12,4:00 PM,A,Meet,Brookline High School,Kirrane Aquatics Center ,Swimming Pool,,,
coed-gymnastics-varsity,2024-01-12,4:30 PM,H,Meet,Wellesley High School,Needham High School,B Gym,,,
girls-ice-hockey-junior-varsity,2024-01-12,5:00 PM,H,Game,Framingham High School,Cleveland Circle,Reilly Rink,,,
coed-wrestling-varsity,2024-01-13,10:00 AM,A,Meet,Blackhawk Quad,Bellingham High School,Gym,,,
boys-ice-hockey-junior-varsity,2024-01-13,4:00 PM,H,Game,Lincoln-Sudbury Regional High School,Babson College,Skating Center,,,
girls-ice-hockey-varsity,2024-01-13,6:20 PM,A,Game,Newton North High School,John A. Ryan Skating Arena (Watertown),,,,
boys-ice-hockey-varsity,2024-01-13,7:40 PM,A,Game,Archbishop Williams High School,Canton Sportsplex,,,,
girls-ice-hockey-junior-varsity,2024-01-14,11:20 AM,A,Game,Winchester High School,Flynn Rink (Medford),,,,
girls-basketball-junior-varsity,2024-01-14,3:30 PM,H,Game,Newton South High School,Needham High School,A Gym,,,
girls-basketball-varsity,2024-01-14,5:00 PM,H,Game,Newton South High School,Needham High School,A Gym,,,
girls-ice-hockey-varsity,2024-01-15,1:00 PM,H,Game,Medway High School,St. Sebastian's School,Henry T. Lane Rink,,,
boys-ice-hockey-junior-varsity,2024-01-15,4:00 PM,H,Game,Braintree High School,St. Sebastian's School,Henry T. Lane Rink,,,
